label,beijingValue,shanghaiValue,chengduValue,guangzhouValue,shenzhenValue
9/1/2015 12:00,9,41,98,38,14
9/1/2015 13:00,9,40,89,52,22
9/1/2015 14:00,11,36,96,17,2
9/1/2015 15:00,6,42,92,15,14
9/1/2015 16:00,7,46,92,11,16
9/1/2015 17:00,10,48,82,8,39
9/1/2015 18:00,13,50,96,11,33
9/1/2015 19:00,16,43,93,17,4
9/1/2015 20:00,21,43,101,28,36
9/1/2015 21:00,13,38,90,25,40
9/1/2015 22:00,16,47,90,21,17
9/1/2015 23:00,17,32,98,10,45
9/2/2015 0:00,8,49,84,11,13
9/2/2015 1:00,7,42,85,17,43
9/2/2015 2:00,9,43,89,11,38
9/2/2015 3:00,9,38,82,13,17
9/2/2015 4:00,8,36,87,15,37
9/2/2015 5:00,8,24,82,16,51
9/2/2015 6:00,8,35,82,16,45
9/2/2015 7:00,11,58,40,21,27
9/2/2015 8:00,14,66,49,32,86
9/2/2015 9:00,9,70,42,35,95
9/2/2015 10:00,6,78,38,31,71
9/2/2015 11:00,3,79,43,17,31
9/2/2015 12:00,6,79,53,22,24
9/2/2015 13:00,6,73,62,23,11
9/2/2015 14:00,3,70,59,7,24
9/2/2015 15:00,2,58,43,6,16
9/2/2015 16:00,2,53,52,6,18
9/2/2015 17:00,2,59,77,20,-999
9/2/2015 18:00,6,65,67,24,34
9/2/2015 19:00,16,55,94,10,16
9/2/2015 20:00,17,64,114,9,33
9/2/2015 21:00,16,63,81,16,19
9/2/2015 22:00,13,64,80,24,48
9/2/2015 23:00,17,68,71,32,48
9/3/2015 0:00,35,75,56,26,27
9/3/2015 1:00,22,80,65,24,60
9/3/2015 2:00,19,80,59,25,57
9/3/2015 3:00,7,84,35,21,54
9/3/2015 4:00,6,67,41,14,31
9/3/2015 5:00,5,53,41,21,62
9/3/2015 6:00,6,43,35,15,79
9/3/2015 7:00,7,52,17,16,75
9/3/2015 8:00,7,36,39,20,66
9/3/2015 9:00,6,48,32,23,99
9/3/2015 10:00,4,50,48,23,53
9/3/2015 11:00,6,59,51,26,7
9/3/2015 12:00,12,60,52,27,14
9/3/2015 13:00,10,63,43,40,12
9/3/2015 14:00,12,51,43,40,6
9/3/2015 15:00,16,71,47,35,6
9/3/2015 16:00,13,72,49,34,5
9/3/2015 17:00,12,72,40,36,7
9/3/2015 18:00,9,65,39,32,5
9/3/2015 19:00,17,65,43,41,6
9/3/2015 20:00,25,71,53,42,17
9/3/2015 21:00,32,75,47,47,12
9/3/2015 22:00,39,79,30,57,11
9/3/2015 23:00,41,83,35,53,13
9/4/2015 0:00,51,72,37,46,15
9/4/2015 1:00,55,60,42,47,19
9/4/2015 2:00,62,64,31,40,25
9/4/2015 3:00,63,59,15,34,27
9/4/2015 4:00,60,69,20,31,22
9/4/2015 5:00,56,63,27,33,23
9/4/2015 6:00,54,53,47,29,34
9/4/2015 7:00,53,54,35,30,37
9/4/2015 8:00,56,59,43,25,29
9/4/2015 9:00,66,55,44,23,24
9/4/2015 10:00,69,61,46,26,8
9/4/2015 11:00,70,59,50,23,6
9/4/2015 12:00,65,62,47,26,4
9/4/2015 13:00,64,53,48,20,2
9/4/2015 14:00,51,73,46,23,1
9/4/2015 15:00,37,61,49,21,3
9/4/2015 16:00,44,53,40,27,4
9/4/2015 17:00,21,64,41,27,7
9/4/2015 18:00,45,60,30,19,10
9/4/2015 19:00,44,63,29,14,8
9/4/2015 20:00,39,54,28,19,17
9/4/2015 21:00,32,49,42,18,10
9/4/2015 22:00,20,40,43,23,18
9/4/2015 23:00,18,43,40,18,18
9/5/2015 0:00,18,54,36,22,17
9/5/2015 1:00,22,41,48,21,19
9/5/2015 2:00,28,47,56,24,14
9/5/2015 3:00,26,51,51,20,10
9/5/2015 4:00,21,55,57,15,12
9/5/2015 5:00,25,48,56,16,9
9/5/2015 6:00,22,55,47,16,16
9/5/2015 7:00,14,53,57,23,11
9/5/2015 8:00,11,47,56,20,10
9/5/2015 9:00,16,36,66,18,9
9/5/2015 10:00,28,26,51,20,6
9/5/2015 11:00,28,18,54,22,4
9/5/2015 12:00,19,17,61,26,5
9/5/2015 13:00,18,7,41,25,7
9/5/2015 14:00,14,21,36,21,7
9/5/2015 15:00,17,38,38,27,4
9/5/2015 16:00,18,40,38,21,2
9/5/2015 17:00,17,22,46,22,3
9/5/2015 18:00,21,27,48,17,6
9/5/2015 19:00,20,27,45,28,12
9/5/2015 20:00,24,28,50,28,19
9/5/2015 21:00,27,31,46,24,10
9/5/2015 22:00,20,39,40,23,6
9/5/2015 23:00,20,48,40,24,13
9/6/2015 0:00,13,41,25,11,15
9/6/2015 1:00,10,55,24,10,14
9/6/2015 2:00,14,60,27,15,11
9/6/2015 3:00,12,61,19,18,13
9/6/2015 4:00,14,64,31,17,17
9/6/2015 5:00,12,61,34,12,11
9/6/2015 6:00,14,47,19,16,17
9/6/2015 7:00,11,40,9,16,21
9/6/2015 8:00,13,32,20,19,25
9/6/2015 9:00,18,22,20,24,14
9/6/2015 10:00,15,18,27,18,12
9/6/2015 11:00,13,22,26,27,10
9/6/2015 12:00,22,22,33,20,7
9/6/2015 13:00,19,24,38,24,13
9/6/2015 14:00,18,28,45,21,11
9/6/2015 15:00,14,21,40,25,6
9/6/2015 16:00,12,19,36,23,6
9/6/2015 17:00,12,10,32,30,2
9/6/2015 18:00,20,8,37,30,8
9/6/2015 19:00,29,8,33,26,13
9/6/2015 20:00,28,10,31,31,14
9/6/2015 21:00,30,6,34,37,20
9/6/2015 22:00,23,1,40,48,100
9/6/2015 23:00,26,1,39,34,40
9/7/2015 0:00,32,6,38,33,33
9/7/2015 1:00,43,12,43,29,35
9/7/2015 2:00,33,13,43,30,30
9/7/2015 3:00,26,25,48,28,41
9/7/2015 4:00,35,16,42,28,42
9/7/2015 5:00,30,16,48,25,35
9/7/2015 6:00,29,32,44,29,52
9/7/2015 7:00,18,19,44,34,60
9/7/2015 8:00,20,19,39,11,72
9/7/2015 9:00,17,17,35,8,67
9/7/2015 10:00,19,6,38,12,55
9/7/2015 11:00,17,7,34,18,36
9/7/2015 12:00,26,28,37,12,21
9/7/2015 13:00,27,16,33,18,28
9/7/2015 14:00,22,13,32,22,20
9/7/2015 15:00,18,14,37,20,29
9/7/2015 16:00,17,13,39,22,34
9/7/2015 17:00,21,10,42,18,29
9/7/2015 18:00,22,19,41,22,28
9/7/2015 19:00,31,17,43,39,54
9/7/2015 20:00,32,9,42,32,54
9/7/2015 21:00,32,7,36,34,95
9/7/2015 22:00,39,8,42,33,88
9/7/2015 23:00,43,9,53,39,86
9/8/2015 0:00,43,9,48,38,73
9/8/2015 1:00,61,9,53,38,86
9/8/2015 2:00,58,10,53,22,71
9/8/2015 3:00,56,9,35,27,76
9/8/2015 4:00,66,8,25,34,78
9/8/2015 5:00,73,12,30,36,61
9/8/2015 6:00,76,10,24,30,70
9/8/2015 7:00,74,10,24,31,73
9/8/2015 8:00,67,15,25,37,69
9/8/2015 9:00,68,14,25,36,59
9/8/2015 10:00,73,16,17,38,49
9/8/2015 11:00,44,16,25,43,30
9/8/2015 12:00,34,20,38,-999,26
9/8/2015 13:00,28,13,39,-999,22
9/8/2015 14:00,27,12,27,-999,18
9/8/2015 15:00,34,13,39,47,15
9/8/2015 16:00,36,14,38,48,23
9/8/2015 17:00,46,10,26,53,22
9/8/2015 18:00,56,15,30,49,29
9/8/2015 19:00,72,17,28,56,33
9/8/2015 20:00,78,6,22,41,40
9/8/2015 21:00,77,9,27,38,53
9/8/2015 22:00,99,11,40,35,51
9/8/2015 23:00,98,9,30,37,58
9/9/2015 0:00,92,7,11,37,59
9/9/2015 1:00,79,9,24,36,42
9/9/2015 2:00,64,6,9,32,40
9/9/2015 3:00,65,6,9,33,34
9/9/2015 4:00,48,9,11,39,40
9/9/2015 5:00,51,10,15,51,34
9/9/2015 6:00,52,11,11,40,34
9/9/2015 7:00,52,15,13,38,43
9/9/2015 8:00,58,17,23,34,46
9/9/2015 9:00,46,16,22,36,39
9/9/2015 10:00,48,12,18,36,52
9/9/2015 11:00,29,11,20,45,67
9/9/2015 12:00,26,12,30,62,74
9/9/2015 13:00,27,20,29,71,16
9/9/2015 14:00,20,8,27,77,28
9/9/2015 15:00,16,8,25,85,23
9/9/2015 16:00,16,16,25,80,16
9/9/2015 17:00,12,7,20,87,13
9/9/2015 18:00,11,7,14,91,9
9/9/2015 19:00,7,9,13,96,12
9/9/2015 20:00,11,8,9,110,11
9/9/2015 21:00,11,8,19,75,9
9/9/2015 22:00,9,9,11,71,8
9/9/2015 23:00,9,7,19,48,6
9/10/2015 0:00,8,6,8,42,4
9/10/2015 1:00,7,16,9,34,1
9/10/2015 2:00,8,13,10,27,3
9/10/2015 3:00,5,17,8,28,6
9/10/2015 4:00,5,10,6,31,9
9/10/2015 5:00,5,10,3,32,14
9/10/2015 6:00,5,10,10,24,17
9/10/2015 7:00,6,20,19,25,14
9/10/2015 8:00,10,21,18,44,20
9/10/2015 9:00,11,17,20,40,7
9/10/2015 10:00,9,14,21,41,11
9/10/2015 11:00,9,17,15,38,7
9/10/2015 12:00,13,19,15,53,8
9/10/2015 13:00,13,20,21,62,5
9/10/2015 14:00,9,26,22,59,-1
9/10/2015 15:00,8,23,18,67,-4
9/10/2015 16:00,10,23,14,69,4
9/10/2015 17:00,9,21,13,69,4
9/10/2015 18:00,12,24,21,68,2
9/10/2015 19:00,11,25,12,73,13
9/10/2015 20:00,10,15,22,109,17
9/10/2015 21:00,8,15,19,102,15
9/10/2015 22:00,8,10,17,50,17
9/10/2015 23:00,13,22,17,34,12
9/11/2015 0:00,13,22,23,29,13
9/11/2015 1:00,13,-1,31,34,17
9/11/2015 2:00,7,3,14,37,12
9/11/2015 3:00,9,8,17,31,22
9/11/2015 4:00,7,11,15,30,14
9/11/2015 5:00,8,13,16,29,20
9/11/2015 6:00,8,14,22,33,18
9/11/2015 7:00,6,16,21,26,14
9/11/2015 8:00,5,15,22,26,21
9/11/2015 9:00,7,15,4,35,28
9/11/2015 10:00,5,17,23,35,19
9/11/2015 11:00,5,18,29,44,15
9/11/2015 12:00,6,24,42,52,12
9/11/2015 13:00,5,21,29,65,26
9/11/2015 14:00,3,34,24,69,26
9/11/2015 15:00,9,53,25,76,26
9/11/2015 16:00,8,40,26,77,-999
9/11/2015 17:00,9,37,24,87,3
9/11/2015 18:00,14,27,31,90,4
9/11/2015 19:00,11,32,44,80,13
9/11/2015 20:00,19,32,47,62,16
9/11/2015 21:00,25,28,51,55,20
9/11/2015 22:00,9,22,52,51,13
9/11/2015 23:00,5,18,45,45,12
9/12/2015 0:00,5,21,45,35,15
9/12/2015 1:00,6,21,47,37,15
9/12/2015 2:00,5,20,44,44,16
9/12/2015 3:00,4,20,64,46,30
9/12/2015 4:00,5,27,45,48,12
9/12/2015 5:00,8,40,43,40,6
9/12/2015 6:00,8,49,30,45,7
9/12/2015 7:00,5,59,21,41,8
9/12/2015 8:00,2,66,34,44,8
9/12/2015 9:00,4,51,24,63,4
9/12/2015 10:00,6,38,27,55,12
9/12/2015 11:00,6,44,23,55,8
9/12/2015 12:00,5,42,26,53,9
9/12/2015 13:00,2,57,35,49,8
9/12/2015 14:00,8,36,51,48,4
9/12/2015 15:00,9,47,56,47,-2
9/12/2015 16:00,6,55,64,46,-2
9/12/2015 17:00,4,50,59,48,3
9/12/2015 18:00,10,48,59,51,3
9/12/2015 19:00,8,52,55,56,8
9/12/2015 20:00,18,46,56,61,13
9/12/2015 21:00,17,69,44,55,24
9/12/2015 22:00,16,68,54,59,28
9/12/2015 23:00,16,75,58,51,20
9/13/2015 0:00,18,75,62,56,20
9/13/2015 1:00,18,80,69,60,23
9/13/2015 2:00,25,75,55,60,27
9/13/2015 3:00,19,48,54,65,38
9/13/2015 4:00,25,47,65,60,31
9/13/2015 5:00,26,33,69,56,26
9/13/2015 6:00,26,21,54,55,18
9/13/2015 7:00,15,16,38,58,15
9/13/2015 8:00,17,12,35,52,38
9/13/2015 9:00,12,13,19,52,27
9/13/2015 10:00,8,14,33,53,31
9/13/2015 11:00,10,14,25,54,21
9/13/2015 12:00,7,17,29,50,27
9/13/2015 13:00,10,21,22,48,17
9/13/2015 14:00,8,28,45,50,12
9/13/2015 15:00,12,27,37,44,22
9/13/2015 16:00,12,11,26,46,14
9/13/2015 17:00,14,20,26,43,19
9/13/2015 18:00,15,11,28,48,22
9/13/2015 19:00,29,17,40,52,24
9/13/2015 20:00,30,16,32,51,31
9/13/2015 21:00,29,12,35,45,21
9/13/2015 22:00,32,17,38,44,25
9/13/2015 23:00,38,4,42,41,45
9/14/2015 0:00,42,9,36,43,40
9/14/2015 1:00,49,14,29,42,30
9/14/2015 2:00,50,12,43,43,35
9/14/2015 3:00,61,15,32,42,37
9/14/2015 4:00,60,19,39,43,36
9/14/2015 5:00,58,19,43,36,38
9/14/2015 6:00,57,31,40,40,36
9/14/2015 7:00,60,13,39,35,48
9/14/2015 8:00,70,11,52,39,45
9/14/2015 9:00,81,15,48,41,44
9/14/2015 10:00,-15,21,49,43,31
9/14/2015 11:00,-15,16,51,40,24
9/14/2015 12:00,70,17,42,41,28
9/14/2015 13:00,86,18,47,36,29
9/14/2015 14:00,60,27,41,33,27
9/14/2015 15:00,45,16,35,32,-999
9/14/2015 16:00,40,22,30,35,21
9/14/2015 17:00,39,17,36,35,30
9/14/2015 18:00,45,20,40,36,27
9/14/2015 19:00,55,27,85,39,30
9/14/2015 20:00,60,20,100,41,30
9/14/2015 21:00,70,20,96,50,28
9/14/2015 22:00,64,11,98,55,41
9/14/2015 23:00,67,10,104,44,48
9/15/2015 0:00,74,12,114,39,51
9/15/2015 1:00,80,10,126,37,62
9/15/2015 2:00,85,16,111,34,55
9/15/2015 3:00,110,21,111,38,57
9/15/2015 4:00,137,35,131,36,55
9/15/2015 5:00,136,42,122,34,58
9/15/2015 6:00,123,46,125,31,71
9/15/2015 7:00,93,35,-15,25,72
9/15/2015 8:00,92,32,-999,36,80
9/15/2015 9:00,105,22,-999,38,67
9/15/2015 10:00,98,11,-999,34,54
9/15/2015 11:00,93,11,-999,37,35
9/15/2015 12:00,99,19,-999,35,27
9/15/2015 13:00,103,14,-999,33,28
9/15/2015 14:00,94,10,131,25,28
9/15/2015 15:00,99,10,115,28,26
9/15/2015 16:00,86,13,93,29,23
9/15/2015 17:00,91,16,77,29,29
9/15/2015 18:00,85,22,76,31,41
9/15/2015 19:00,93,23,66,36,53
9/15/2015 20:00,102,20,62,36,51
9/15/2015 21:00,147,23,64,36,55
9/15/2015 22:00,163,12,64,32,55
9/15/2015 23:00,153,18,74,36,62
9/16/2015 0:00,196,11,70,36,58
9/16/2015 1:00,152,6,75,45,57
9/16/2015 2:00,161,7,67,44,57
9/16/2015 3:00,159,26,87,29,70
9/16/2015 4:00,151,21,65,29,85
9/16/2015 5:00,150,17,59,35,75
9/16/2015 6:00,136,19,48,33,71
9/16/2015 7:00,125,25,45,39,64
9/16/2015 8:00,123,34,38,36,62
9/16/2015 9:00,150,35,29,34,77
9/16/2015 10:00,147,27,28,36,64
9/16/2015 11:00,142,22,34,37,60
9/16/2015 12:00,120,25,37,37,53
9/16/2015 13:00,97,9,34,32,45
9/16/2015 14:00,88,11,36,88,44
9/16/2015 15:00,79,15,25,45,42
9/16/2015 16:00,85,15,28,42,39
9/16/2015 17:00,92,9,35,42,41
9/16/2015 18:00,92,25,38,40,35
9/16/2015 19:00,98,16,47,58,46
9/16/2015 20:00,110,18,47,66,49
9/16/2015 21:00,120,11,45,48,48
9/16/2015 22:00,135,20,40,32,52
9/16/2015 23:00,144,32,36,25,52
9/17/2015 0:00,158,25,34,26,47
9/17/2015 1:00,151,24,37,29,44
9/17/2015 2:00,159,24,53,30,55
9/17/2015 3:00,168,39,33,36,61
9/17/2015 4:00,151,39,38,42,59
9/17/2015 5:00,151,36,33,42,49
9/17/2015 6:00,163,43,28,48,53
9/17/2015 7:00,157,33,28,41,63
9/17/2015 8:00,161,20,39,43,66
9/17/2015 9:00,152,19,34,46,68
9/17/2015 10:00,143,16,32,45,56
9/17/2015 11:00,152,20,39,44,60
9/17/2015 12:00,154,21,39,46,51
9/17/2015 13:00,105,19,38,56,38
9/17/2015 14:00,91,19,33,48,29
9/17/2015 15:00,87,14,35,63,19
9/17/2015 16:00,91,26,39,57,19
9/17/2015 17:00,99,24,34,58,36
9/17/2015 18:00,107,22,37,71,60
9/17/2015 19:00,120,15,44,76,73
9/17/2015 20:00,131,9,40,51,67
9/17/2015 21:00,151,20,27,41,86
9/17/2015 22:00,153,27,18,35,84
9/17/2015 23:00,175,23,22,32,91
9/18/2015 0:00,201,21,29,30,103
9/18/2015 1:00,206,29,27,31,119
9/18/2015 2:00,201,28,29,31,118
9/18/2015 3:00,185,36,28,36,115
9/18/2015 4:00,92,34,25,37,119
9/18/2015 5:00,78,46,24,39,113
9/18/2015 6:00,126,49,34,41,97
9/18/2015 7:00,97,39,37,43,92
9/18/2015 8:00,60,24,57,44,99
9/18/2015 9:00,56,17,50,41,86
9/18/2015 10:00,62,14,36,49,73
9/18/2015 11:00,42,14,37,53,69
9/18/2015 12:00,17,22,38,54,58
9/18/2015 13:00,14,22,47,58,66
9/18/2015 14:00,12,18,38,58,86
9/18/2015 15:00,12,26,26,62,88
9/18/2015 16:00,17,33,32,59,82
9/18/2015 17:00,25,35,28,59,74
9/18/2015 18:00,30,33,28,71,30
9/18/2015 19:00,39,46,34,63,36
9/18/2015 20:00,49,32,30,65,35
9/18/2015 21:00,55,38,30,56,47
9/18/2015 22:00,41,31,29,55,50
9/18/2015 23:00,36,10,36,48,55
9/19/2015 0:00,24,16,58,43,55
9/19/2015 1:00,28,15,66,57,67
9/19/2015 2:00,18,21,62,53,64
9/19/2015 3:00,7,29,54,57,43
9/19/2015 4:00,12,29,45,48,35
9/19/2015 5:00,11,31,60,44,28
9/19/2015 6:00,12,30,43,36,29
9/19/2015 7:00,13,17,44,37,27
9/19/2015 8:00,10,17,37,33,26
9/19/2015 9:00,10,12,29,35,24
9/19/2015 10:00,8,16,26,33,23
9/19/2015 11:00,7,20,25,44,21
9/19/2015 12:00,5,9,30,41,13
9/19/2015 13:00,3,8,30,46,19
9/19/2015 14:00,7,11,25,44,8
9/19/2015 15:00,9,13,33,36,6
9/19/2015 16:00,16,9,46,40,3
9/19/2015 17:00,13,9,59,52,3
9/19/2015 18:00,24,21,55,50,10
9/19/2015 19:00,23,27,85,45,20
9/19/2015 20:00,30,31,67,46,38
9/19/2015 21:00,27,18,59,35,28
9/19/2015 22:00,65,20,70,34,27
9/19/2015 23:00,75,17,69,27,27
9/20/2015 0:00,86,22,66,30,36
9/20/2015 1:00,96,22,66,25,33
9/20/2015 2:00,92,26,69,24,44
9/20/2015 3:00,109,25,62,27,47
9/20/2015 4:00,116,35,50,27,82
9/20/2015 5:00,85,32,55,31,100
9/20/2015 6:00,76,31,76,27,92
9/20/2015 7:00,73,25,69,26,91
9/20/2015 8:00,71,31,62,27,95
9/20/2015 9:00,102,37,55,26,135
9/20/2015 10:00,132,38,57,27,103
9/20/2015 11:00,122,43,63,27,17
9/20/2015 12:00,94,46,56,29,9
9/20/2015 13:00,84,49,46,29,17
9/20/2015 14:00,75,41,41,37,19
9/20/2015 15:00,81,42,29,37,19
9/20/2015 16:00,75,50,29,22,16
9/20/2015 17:00,67,45,41,9,17
9/20/2015 18:00,57,48,64,10,23
9/20/2015 19:00,48,46,58,13,36
9/20/2015 20:00,47,44,54,24,42
9/20/2015 21:00,44,34,80,12,50
9/20/2015 22:00,49,42,77,21,49
9/20/2015 23:00,46,40,80,28,34
9/21/2015 0:00,49,44,71,27,38
9/21/2015 1:00,58,45,60,31,37
9/21/2015 2:00,64,51,74,29,32
9/21/2015 3:00,55,41,86,29,38
9/21/2015 4:00,75,35,49,30,38
9/21/2015 5:00,77,49,55,32,67
9/21/2015 6:00,101,51,48,38,45
9/21/2015 7:00,86,44,48,37,45
9/21/2015 8:00,85,37,48,26,29
9/21/2015 9:00,96,26,45,21,33
9/21/2015 10:00,93,35,69,12,25
9/21/2015 11:00,79,23,69,20,25
9/21/2015 12:00,79,28,67,15,31
9/21/2015 13:00,73,27,60,8,22
9/21/2015 14:00,70,35,-999,7,26
9/21/2015 15:00,74,23,38,6,26
9/21/2015 16:00,72,28,42,12,26
9/21/2015 17:00,73,22,52,22,32
9/21/2015 18:00,77,24,64,21,36
9/21/2015 19:00,96,22,43,29,56
9/21/2015 20:00,89,15,40,36,56
9/21/2015 21:00,95,18,33,42,40
9/21/2015 22:00,95,22,38,38,35
9/21/2015 23:00,102,27,31,55,42
9/22/2015 0:00,112,24,46,62,39
9/22/2015 1:00,115,22,40,66,34
9/22/2015 2:00,120,26,47,67,27
9/22/2015 3:00,142,36,45,60,31
9/22/2015 4:00,167,23,48,59,28
9/22/2015 5:00,170,31,42,56,19
9/22/2015 6:00,170,21,45,39,19
9/22/2015 7:00,182,23,37,46,22
9/22/2015 8:00,189,31,41,40,26
9/22/2015 9:00,187,33,45,31,28
9/22/2015 10:00,165,22,46,-999,12
9/22/2015 11:00,141,19,47,58,20
9/22/2015 12:00,121,38,51,46,16
9/22/2015 13:00,122,31,49,45,16
9/22/2015 14:00,119,29,42,26,16
9/22/2015 15:00,127,35,41,24,15
9/22/2015 16:00,164,25,55,27,7
9/22/2015 17:00,68,28,53,18,15
9/22/2015 18:00,29,39,50,21,22
9/22/2015 19:00,28,28,55,23,18
9/22/2015 20:00,41,34,65,16,18
9/22/2015 21:00,40,42,64,18,15
9/22/2015 22:00,37,26,69,17,17
9/22/2015 23:00,25,39,74,22,16
9/23/2015 0:00,24,23,58,20,20
9/23/2015 1:00,34,17,64,25,22
9/23/2015 2:00,31,19,67,28,20
9/23/2015 3:00,25,27,61,22,20
9/23/2015 4:00,13,17,56,28,27
9/23/2015 5:00,11,21,58,34,28
9/23/2015 6:00,8,39,87,40,27
9/23/2015 7:00,14,24,81,42,40
9/23/2015 8:00,16,16,70,46,45
9/23/2015 9:00,14,20,78,36,52
9/23/2015 10:00,15,-999,58,35,49
9/23/2015 11:00,13,-999,41,35,48
9/23/2015 12:00,19,43,43,34,53
9/23/2015 13:00,24,47,42,27,61
9/23/2015 14:00,24,47,51,34,80
9/23/2015 15:00,23,52,48,33,57
9/23/2015 16:00,30,41,53,40,40
9/23/2015 17:00,31,21,53,42,23
9/23/2015 18:00,29,27,80,45,10
9/23/2015 19:00,41,16,78,28,13
9/23/2015 20:00,43,18,54,25,14
9/23/2015 21:00,58,19,50,29,20
9/23/2015 22:00,79,26,45,27,16
9/23/2015 23:00,69,19,43,26,16
9/24/2015 0:00,61,20,25,22,14
9/24/2015 1:00,72,23,25,27,17
9/24/2015 2:00,77,16,30,24,16
9/24/2015 3:00,68,14,28,20,19
9/24/2015 4:00,56,18,24,18,14
9/24/2015 5:00,48,18,33,13,14
9/24/2015 6:00,53,18,24,21,14
9/24/2015 7:00,132,29,26,23,16
9/24/2015 8:00,112,29,23,21,37
9/24/2015 9:00,123,26,28,28,31
9/24/2015 10:00,172,17,28,20,27
9/24/2015 11:00,150,11,35,33,31
9/24/2015 12:00,144,19,29,36,42
9/24/2015 13:00,154,27,28,35,47
9/24/2015 14:00,156,25,22,25,43
9/24/2015 15:00,148,21,19,23,62
9/24/2015 16:00,135,21,19,28,66
9/24/2015 17:00,139,19,29,22,66
9/24/2015 18:00,53,17,39,22,65
9/24/2015 19:00,22,19,37,44,64
9/24/2015 20:00,23,29,42,43,50
9/24/2015 21:00,25,22,41,38,51
9/24/2015 22:00,16,14,33,33,47
9/24/2015 23:00,18,16,27,26,50
9/25/2015 0:00,20,17,25,20,58
9/25/2015 1:00,29,30,28,24,56
9/25/2015 2:00,26,30,24,24,53
9/25/2015 3:00,22,27,28,29,59
9/25/2015 4:00,19,27,31,27,63
9/25/2015 5:00,20,33,36,28,85
9/25/2015 6:00,25,32,36,26,85
9/25/2015 7:00,29,34,36,24,103
9/25/2015 8:00,25,28,57,23,110
9/25/2015 9:00,10,31,66,25,103
9/25/2015 10:00,13,28,56,28,91
9/25/2015 11:00,7,24,43,32,84
9/25/2015 12:00,6,35,30,37,81
9/25/2015 13:00,4,18,27,42,86
9/25/2015 14:00,2,20,30,41,70
9/25/2015 15:00,1,26,21,41,48
9/25/2015 16:00,-2,25,23,49,43
9/25/2015 17:00,3,27,21,51,43
9/25/2015 18:00,7,21,24,61,36
9/25/2015 19:00,20,24,29,64,76
9/25/2015 20:00,29,19,29,65,83
9/25/2015 21:00,24,30,30,72,100
9/25/2015 22:00,48,28,42,47,105
9/25/2015 23:00,67,27,37,44,127
9/26/2015 0:00,45,33,39,42,127
9/26/2015 1:00,31,38,43,36,102
9/26/2015 2:00,28,42,42,28,93
9/26/2015 3:00,9,40,42,27,70
9/26/2015 4:00,8,31,47,31,75
9/26/2015 5:00,9,30,46,58,85
9/26/2015 6:00,8,29,48,34,97
9/26/2015 7:00,7,22,41,45,113
9/26/2015 8:00,13,21,44,29,143
9/26/2015 9:00,11,24,34,30,182
9/26/2015 10:00,11,20,40,32,47
9/26/2015 11:00,13,22,36,34,31
9/26/2015 12:00,35,14,42,45,35
9/26/2015 13:00,34,13,39,38,28
9/26/2015 14:00,23,29,45,33,26
9/26/2015 15:00,29,23,43,28,22
9/26/2015 16:00,29,30,48,29,31
9/26/2015 17:00,35,35,36,33,30
9/26/2015 18:00,43,46,45,33,36
9/26/2015 19:00,49,43,58,29,54
9/26/2015 20:00,48,29,48,28,116
9/26/2015 21:00,44,38,48,28,81
9/26/2015 22:00,49,35,86,22,86
9/26/2015 23:00,52,42,55,23,101
9/27/2015 0:00,50,48,27,26,84
9/27/2015 1:00,71,48,30,22,54
9/27/2015 2:00,69,50,22,20,50
9/27/2015 3:00,68,51,31,20,46
9/27/2015 4:00,76,46,38,21,49
9/27/2015 5:00,70,37,35,23,38
9/27/2015 6:00,66,34,29,29,43
9/27/2015 7:00,62,30,35,28,44
9/27/2015 8:00,58,18,42,31,39
9/27/2015 9:00,55,21,50,29,39
9/27/2015 10:00,54,19,43,37,45
9/27/2015 11:00,41,12,42,34,46
9/27/2015 12:00,22,16,51,35,31
9/27/2015 13:00,22,6,43,30,23
9/27/2015 14:00,13,7,41,33,21
9/27/2015 15:00,17,11,33,31,7
9/27/2015 16:00,12,10,27,33,4
9/27/2015 17:00,18,15,32,35,7
9/27/2015 18:00,35,12,26,38,26
9/27/2015 19:00,51,22,28,35,29
9/27/2015 20:00,49,26,29,31,18
9/27/2015 21:00,50,25,27,27,15
9/27/2015 22:00,41,25,20,32,12
9/27/2015 23:00,30,37,29,29,11
9/28/2015 0:00,17,24,16,30,15
9/28/2015 1:00,19,33,29,35,20
9/28/2015 2:00,21,35,37,39,25
9/28/2015 3:00,22,27,28,39,29
9/28/2015 4:00,24,31,32,42,31
9/28/2015 5:00,33,37,21,43,27
9/28/2015 6:00,33,30,32,45,21
9/28/2015 7:00,56,29,27,47,21
9/28/2015 8:00,76,14,39,49,27
9/28/2015 9:00,78,22,46,50,19
9/28/2015 10:00,56,22,46,54,12
9/28/2015 11:00,47,26,44,50,12
9/28/2015 12:00,46,30,38,46,13
9/28/2015 13:00,43,22,52,41,17
9/28/2015 14:00,48,23,47,39,7
9/28/2015 15:00,45,17,38,37,5
9/28/2015 16:00,44,26,33,35,3
9/28/2015 17:00,47,19,37,33,7
9/28/2015 18:00,47,21,45,40,9
9/28/2015 19:00,57,15,44,47,27
9/28/2015 20:00,65,17,34,47,96
9/28/2015 21:00,76,22,36,46,133
9/28/2015 22:00,71,14,34,45,156
9/28/2015 23:00,73,13,37,47,160
9/29/2015 0:00,70,13,34,44,152
9/29/2015 1:00,69,16,35,31,134
9/29/2015 2:00,67,7,32,40,124
